Site Name;Latitude;Longitude;Provinces;Territoire;Zone;Population;Population Range;Nearest Site;Distance;Distance Level;300 Sites planned
Part2_23453_NewSite_16_635_800003;2.942646;19.286035;Sud-Ubangi;Gemena;;8989;3. 5K~10K;CD1586;6260,6;>5km;Yes
Part1_23453_NewSite_1_341_50009;-4.984608;15.516556;Kongo Central;Madimba;;1009;1. 1K~3K;Mbambakilenda_KGC;6261,3;>5km;No
Part2_23453_NewSite_18_468_900007;0.72248;24.429349;Tshopo;Isangi;;2444;1. 1K~3K;UL_Yangambi1_POR;6261,4;>5km;No
Part1_23453_NewSite_1_391_51030;-5.10049;13.767932;Kongo Central;Luozi;;432;0. <1K;BC_03_3347_C0;6265,0;>5km;No
Part1_23453_NewSite_5_929_250007;-7.315618;22.713905;Kasai Central;Luiza;;900;0. <1K;KO_04_1840_C0;6265,1;>5km;No
Part1_23453_NewSite_5_869_250004;-7.168129;22.484291;Kasai Central;Luiza;;1163;1. 1K~3K;KO_04_3030_C0;6266,5;>5km;No
Part1_23453_NewSite_14_775_700002;-3.238948;17.440585;Kwilu;Bandundu;;1528;1. 1K~3K;UL_Dima_BDD;6267,2;>5km;No
Part1_23453_NewSite_16_776_800012;-6.977527;29.645413;Tanganyka;Moba;;1837;1. 1K~3K;Moba_BB3_HKT;6267,6;>5km;No
Part1_23453_NewSite_12_724_600004;-10.077389;26.419043;Lualaba;Lubudi;;2732;1. 1K~3K;KT_07_1566_C0;6268,8;>5km;No
Part1_23453_NewSite_5_924_250737;-7.445842;22.455311;Kasai Central;Luiza;;2326;1. 1K~3K;KO_04_3032_C0;6269,1;>5km;No
Part1_23453_NewSite_1_547_50004;-5.357403;12.862355;Kongo Central;Lukula;;2871;1. 1K~3K;UL_Kiniati_KGC;6270,8;>5km;No
Part1_23453_NewSite_7_113_351076;-4.413696;17.442923;Kwango;Kenge;;1394;1. 1K~3K;CD1553;6272,1;>5km;No
Part1_23453_NewSite_8_849_400001;-5.072525;19.820927;Kwilu;Idiofa;;10116;4. 10K~20K;BD_04_661_C0;6276,2;>5km;No
Part1_23453_NewSite_1_513_51677;-5.264205;15.264471;Kongo Central;Madimba;;216;0. <1K;CD3329;6277,6;>5km;No
Part1_23453_NewSite_1_201_50004;-4.786781;13.236653;Kongo Central;Tshela;;1075;1. 1K~3K;BC_03_3363_C0;6278,2;>5km;No
Part1_23453_NewSite_16_803_800015;-7.131151;29.658137;Tanganyka;Moba;;4832;2. 3K~5K;UL_Kala_HKT;6278,2;>5km;No
Part2_23453_NewSite_4_578_200002;2.549981;30.509244;Ituri;Mahagi;;19172;4. 10K~20K;UL_Kolwezi_POR;6278,9;>5km;No
Part1_23453_NewSite_10_909_500006;-6.355413;20.744114;Kasai;Kamonia;;4250;2. 3K~5K;KO_02_504_C0;6282,4;>5km;No
Part2_23453_NewSite_3_855_150799;2.601368;27.497267;Haut-Uele;Rungu;;4482;2. 3K~5K;UL_Nolwa_POR;6284,2;>5km;No
Part1_23453_NewSite_1_302_51034;-4.958213;13.807098;Kongo Central;Luozi;;587;0. <1K;BC_03_3390_C0;6284,4;>5km;No
Part1_23453_NewSite_5_668_250998;-6.422691;22.850812;Kasai Central;Dibaya;;57;0. <1K;Tshimbulu_KOC;6285,9;>5km;No
Part2_23453_NewSite_19_595_950003;-0.03618;22.32363;Tshuapa;Bokungu;;1045;1. 1K~3K;Djolu_EQT;6288,0;>5km;No
Part1_23453_NewSite_1_129_51031;-4.492161;14.063316;Kongo Central;Luozi;;242;0. <1K;BC_03_3372_C0;6288,2;>5km;No
Part1_23453_NewSite_5_276_250741;-5.216758;21.926712;Kasai Central;Demba;;221;0. <1K;KO_04_15125_C0;6288,2;>5km;No
Part1_23453_NewSite_1_751_51030;-5.797571;13.744309;Kongo Central;Songololo;;720;0. <1K;BC_03_109_C0;6288,2;>5km;No
Part1_23453_NewSite_12_645_600005;-9.718071;23.018044;Lualaba;Sandoa;;1986;1. 1K~3K;KT_03_1751_C0;6288,3;>5km;No
Part1_23453_NewSite_4_619_200004;-7.403329;24.432418;Haut-Lomami;Kaniama;;1065;1. 1K~3K;KT_06_1703_C0;6291,2;>5km;No
Part1_23453_NewSite_8_279_400003;-3.812205;18.131712;Kwilu;Bagata;;1641;1. 1K~3K;Baba_BDD;6291,5;>5km;No
Part2_23453_NewSite_9_941_450009;-4.582974;27.14307;Maniema;Kabambare;;1894;1. 1K~3K;UL_Lusangi_MAN;6292,2;>5km;No
Part2_23453_NewSite_15_420_750003;-2.877683;27.89197;Sud-Kivu;Shabunda;;700;0. <1K;UL_Mulungu_SKV;6292,8;>5km;No
Part2_23453_NewSite_14_809_700868;-3.939372;23.370202;Sankuru;Lodja;;1358;1. 1K~3K;Losanga_Omende_KOR;6293,9;>5km;No
Part1_23453_NewSite_12_754_600007;-10.284246;26.436186;Lualaba;Lubudi;;1971;1. 1K~3K;KT_03_1688_C0;6295,1;>5km;No
Part2_23453_NewSite_4_942_200006;0.92324;29.173427;Ituri;Mambasa;;1991;1. 1K~3K;Lwemba_Centre_POR;6295,5;>5km;No
Part2_23453_NewSite_12_351_600596;-0.081488;29.176822;Nord-Kivu;Lubero;;1960;1. 1K~3K;CD1227;6296,4;>5km;No
Part1_23453_NewSite_14_752_700866;-2.914224;18.584671;Mai-Ndombe;Kutu;;1883;1. 1K~3K;UL_Tolo_BDD;6296,7;>5km;No
Part2_23453_NewSite_4_816_200717;1.949956;30.110473;Ituri;Djugu;;875;0. <1K;Quartier_Depot2_POR;6299,8;>5km;No
Part1_23453_NewSite_3_895_150001;-12.775935;28.618349;Haut-Katanga;Sakania;;1173;1. 1K~3K;KT_05_931_C0;6299,9;>5km;No
Part1_23453_NewSite_12_784_600893;-10.423489;26.456788;Lualaba;Lubudi;;1163;1. 1K~3K;KT_03_1683_C0;6304,9;>5km;No
Part1_23453_NewSite_4_703_200898;-7.976226;26.684855;Haut-Lomami;Malemba-Nkulu;;98;0. <1K;KT_06_397_C0;6305,1;>5km;No
Part1_23453_NewSite_9_11_450149;-4.04096;15.671644;Kinshasa;Maluku;;216;0. <1K;UL_Inga_KIN;6305,2;>5km;No
Part1_23453_NewSite_3_553_150007;-10.235589;27.421979;Haut-Katanga;Kasenga;;962;0. <1K;KT_05_1713_C0;6305,6;>5km;No
Part1_23453_NewSite_16_239_800008;-5.420773;27.368974;Tanganyka;Kongolo;;1204;1. 1K~3K;CD1817;6306,1;>5km;No
Part2_23453_NewSite_11_478_550602;2.392208;23.151884;Mongala;Bumba;;911;0. <1K;UL_Loolo_EQT;6306,2;>5km;No
Part1_23453_NewSite_3_621_150005;-10.755594;26.717642;Haut-Katanga;Kambove;;1878;1. 1K~3K;CD4839;6306,8;>5km;No
Part1_23453_NewSite_1_286_50006;-4.998471;13.09835;Kongo Central;Tshela;;1811;1. 1K~3K;BC_03_114_C0;6307,0;>5km;No
Part1_23453_NewSite_4_505_200007;-7.109261;25.454743;Haut-Lomami;Kabongo;;638;0. <1K;KT_06_1746_C0;6307,5;>5km;No
Part1_23453_NewSite_4_632_200002;-7.533723;26.78985;Tanganyka;Manono;;237;0. <1K;KT_07_1758_C0;6309,5;>5km;No
Part1_23453_NewSite_4_650_200010;-7.701473;25.656876;Haut-Lomami;Kabongo;;417;0. <1K;KT_06_1743_C0;6309,6;>5km;No
Part2_23453_NewSite_2_905_100930;-1.414233;16.998467;Equateur;Lukolela;;134;0. <1K;EQ_02_756_C0;6309,6;>5km;No
Part2_23453_NewSite_16_567_800002;3.007013;18.866818;Sud-Ubangi;Kungu;;4163;2. 3K~5K;UL_Bombili_EQT;6309,9;>5km;No
Part2_23453_NewSite_4_333_200002;2.963851;30.826584;Ituri;Aru;;22429;5. 20K~30K;UL_Aungba_POR;6310,4;>5km;No
Part1_23453_NewSite_3_578_150005;-10.504806;27.491082;Haut-Katanga;Kasenga;;1250;1. 1K~3K;KT_05_1631_C0;6310,5;>5km;No
Part2_23453_NewSite_16_712_800795;2.764428;20.01666;Sud-Ubangi;Budjala;;736;0. <1K;UL_Bulu_EQT;6311,7;>5km;No
Part1_23453_NewSite_1_458_51677;-5.229091;12.844389;Kongo Central;Lukula;;710;0. <1K;BC_03_14757_C0;6312,1;>5km;No
Part1_23453_NewSite_1_289_51674;-4.96961;13.157676;Kongo Central;Seke-Banza;;566;0. <1K;BC_03_175_C0;6312,4;>5km;No
Part1_23453_NewSite_11_804_550929;-6.868049;23.159133;Lomami;Kamiji;;149;0. <1K;KE_04_1812_C0;6312,4;>5km;No
Part1_23453_NewSite_1_588_50002;-5.495886;14.592545;Kongo Central;Mbanza-Ngungu;;3427;2. 3K~5K;Tumba_KGC;6313,1;>5km;No
Part2_23453_NewSite_2_772_100004;-0.333623;18.914604;Equateur;Ingende;;1451;1. 1K~3K;Buburu_EQT;6315,6;>5km;No
Part2_23453_NewSite_13_844_650007;3.641449;20.715449;Nord-Ubangi;Businga;;1122;1. 1K~3K;UL_Butu_EQT;6315,9;>5km;No
Part1_23453_NewSite_16_803_800009;-7.243419;29.587713;Tanganyka;Moba;;5521;3. 5K~10K;CD2964;6316,3;>5km;No
Part1_23453_NewSite_1_509_50003;-5.238582;15.122848;Kongo Central;Mbanza-Ngungu;;5537;3. 5K~10K;BC_03_853_C0;6317,1;>5km;No
Part1_23453_NewSite_14_860_700005;-3.760334;17.108791;Mai-Ndombe;Kwamouth;;756;0. <1K;BD_05_622_C0;6317,6;>5km;No
Part2_23453_NewSite_4_672_200007;2.354155;30.946643;Ituri;Mahagi;;10584;4. 10K~20K;Karombo_POR;6320,9;>5km;No
Part2_23453_NewSite_12_410_601097;-0.179998;29.159064;Nord-Kivu;Lubero;;1194;1. 1K~3K;CD2715;6321,5;>5km;No
Part2_23453_NewSite_15_331_750538;-2.64053;28.799764;Sud-Kivu;Kabare;;13188;4. 10K~20K;KV_09_15098_C0;6321,8;>5km;No
Part1_23453_NewSite_3_559_150001;-10.180754;28.551337;Haut-Katanga;Kasenga;;7425;3. 5K~10K;UL_Mfuta_HKT;6322,1;>5km;Yes
Part1_23453_NewSite_11_630_550928;-6.401634;25.083025;Lomami;Kabinda;;1497;1. 1K~3K;UL_Bakoma_KOR;6324,1;>5km;No
Part1_23453_NewSite_11_807_550004;-6.834066;23.275647;Lomami;Kamiji;;2655;1. 1K~3K;KE_04_3023_C0;6324,1;>5km;No
Part2_23453_NewSite_12_161_600002;0.425569;28.969731;Nord-Kivu;Lubero;;4019;2. 3K~5K;UL_Bunyantenge_NKV;6325,1;>5km;No
Part1_23453_NewSite_10_941_500646;-6.664736;20.657102;Kasai;Kamonia;;875;0. <1K;KO_03_815_C0;6325,3;>5km;No
Part1_23453_NewSite_1_635_51031;-5.557675;12.772937;Kongo Central;Moanda;;401;0. <1K;CD2389;6325,6;>5km;No
Part1_23453_NewSite_14_805_700782;-3.270023;17.547391;Mai-Ndombe;Kutu;;1132;1. 1K~3K;UL_Bendela_BDD;6328,3;>5km;No
Part1_23453_NewSite_10_976_500004;-7.09087;21.220049;Kasai;Kamonia;;6463;3. 5K~10K;CD2546;6328,5;>5km;No
Part1_23453_NewSite_16_790_800002;-7.283488;27.326276;Tanganyka;Manono;;1286;1. 1K~3K;CD4821;6328,9;>5km;No
Part2_23453_NewSite_13_524_650520;4.133722;19.854901;Nord-Ubangi;Bosobolo;;77;0. <1K;UL_Bosobolo_EQT;6329,2;>5km;No
Part2_23453_NewSite_19_769_950002;-1.014191;23.426968;Tshuapa;Ikela;;818;0. <1K;Ikela_EQT;6329,3;>5km;No
Part1_23453_NewSite_8_870_401482;-5.261628;19.858473;Kwilu;Idiofa;;226;0. <1K;UL_Madimbi_BDD;6329,4;>5km;No
Part1_23453_NewSite_4_696_200896;-8.060208;25.340571;Haut-Lomami;Kamina;;216;0. <1K;KT_06_1539_C0;6329,7;>5km;No
Part2_23453_NewSite_12_227_600443;0.325;29.244541;Nord-Kivu;Oicha;;4585;2. 3K~5K;CD3464;6329,9;>5km;No
Part1_23453_NewSite_1_686_51675;-5.697931;14.9854;Kongo Central;Mbanza-Ngungu;;417;0. <1K;Gombe_Sud_KGC;6330,4;>5km;No
Part1_23453_NewSite_10_861_500909;-5.810813;20.704627;Kasai;Ilebo;;3900;2. 3K~5K;Biponga_KOC;6331,0;>5km;No
Part1_23453_NewSite_1_365_51675;-5.063841;12.668813;Kongo Central;Tshela;;1472;1. 1K~3K;BC_03_3354_C0;6331,4;>5km;No
Part1_23453_NewSite_3_671_150847;-11.099081;27.01401;Haut-Katanga;Kambove;;1806;1. 1K~3K;CD1937;6333,3;>5km;No
Part2_23453_NewSite_15_424_750442;-2.906728;27.987721;Sud-Kivu;Shabunda;;149;0. <1K;UL_Mulungu_SKV;6334,6;>5km;No
Part2_23453_NewSite_15_381_750541;-2.829458;28.561131;Sud-Kivu;Walungu;;1338;1. 1K~3K;UL_Mukungwe_SKV;6334,7;>5km;No
Part1_23453_NewSite_8_639_400002;-4.557727;19.732585;Kwilu;Idiofa;;8135;3. 5K~10K;CD1992;6334,9;>5km;No
Part2_23453_NewSite_3_638_151007;3.803652;30.096869;Haut-Uele;Faradje;;782;0. <1K;CD2536;6334,9;>5km;No
Part2_23453_NewSite_3_759_150001;3.419288;29.032755;Haut-Uele;Dungu;;2758;1. 1K~3K;Ndanda_POR;6335,8;>5km;No
Part2_23453_NewSite_15_160_750695;-2.10896;28.810128;Sud-Kivu;Kalehe;;1101;1. 1K~3K;KV_08_3247_C0;6335,9;>5km;No
Part2_23453_NewSite_11_418_550004;2.372082;20.449551;Mongala;Lisala;;1590;1. 1K~3K;UL_Ngombe_Mbombangi_EQT;6336,6;>5km;No
Part2_23453_NewSite_15_904_750002;-4.342204;29.096864;Sud-Kivu;Fizi;;3767;2. 3K~5K;NK_04_3139_C0;6337,2;>5km;No
Part1_23453_NewSite_5_935_250006;-7.392656;22.892627;Kasai Central;Luiza;;988;0. <1K;KO_04_3180_C0;6337,8;>5km;No
Part2_23453_NewSite_14_833_700002;-4.079645;24.548351;Sankuru;Katako-Kombe;;3499;2. 3K~5K;KE_05_246_C0;6338,2;>5km;No
Part2_23453_NewSite_9_914_450010;-4.37102;26.645511;Maniema;Kasongo;;1400;1. 1K~3K;KV_07_125_C0;6338,6;>5km;No
Part1_23453_NewSite_5_670_250737;-6.536586;22.85846;Kasai Central;Dibaya;;211;0. <1K;KO_04_078_C0;6339,0;>5km;No
Part2_23453_NewSite_12_349_600007;-0.03403;29.148351;Nord-Kivu;Lubero;;7435;3. 5K~10K;KV_08_15137_C0;6339,2;>5km;No
Part2_23453_NewSite_15_787_750003;-4.095459;28.872119;Sud-Kivu;Fizi;;2094;1. 1K~3K;Mukera_SKV;6339,5;>5km;No
Part2_23453_NewSite_2_812_100002;-0.748715;17.628947;Equateur;Lukolela;;931;0. <1K;EQ_02_678_C0;6340,1;>5km;No
Part1_23453_NewSite_3_602_150983;-10.624807;27.556313;Haut-Katanga;Kasenga;;87;0. <1K;KT_05_3382_C0;6340,7;>5km;No
Part1_23453_NewSite_14_811_700783;-3.318727;18.779826;Mai-Ndombe;Kutu;;298;0. <1K;Bosobe_BDD;6341,0;>5km;No
Part1_23453_NewSite_3_699_150848;-11.395067;27.679119;Haut-Katanga;Kipushi;;1245;1. 1K~3K;UL_Kakana_HKT;6342,5;>5km;No
Part2_23453_NewSite_15_386_750442;-2.687113;28.803624;Sud-Kivu;Walungu;;6149;3. 5K~10K;CD1075;6344,6;>5km;No
Part1_23453_NewSite_4_931_200003;-9.894303;24.54886;Haut-Lomami;Kamina;;180;0. <1K;UL_Sokele_HLU;6344,6;>5km;No
Part2_23453_NewSite_3_939_150004;1.967773;27.466711;Haut-Uele;Wamba;;3607;2. 3K~5K;UL_Makapela_POR;6345,0;>5km;No
Part1_23453_NewSite_4_626_200012;-7.474421;25.640878;Haut-Lomami;Kabongo;;726;0. <1K;KE_04_1691_C0;6347,3;>5km;No
Part1_23453_NewSite_14_628_700004;-2.222117;17.050515;Mai-Ndombe;Mushie;;2192;1. 1K~3K;BD_05_653_C0;6348,7;>5km;No
Part1_23453_NewSite_8_843_401478;-5.041486;18.700151;Kwilu;Bulungu;;1971;1. 1K~3K;BD_02_010_C0;6349,1;>5km;No
Part2_23453_NewSite_16_503_800005;3.22462;18.73956;Sud-Ubangi;Libenge;;1770;1. 1K~3K;UL_Mawiya_EQT;6349,3;>5km;No
Part2_23453_NewSite_16_577_800003;3.108208;19.332554;Sud-Ubangi;Gemena;;2151;1. 1K~3K;UL_Mogalo_EQT;6349,4;>5km;No
Part2_23453_NewSite_4_660_200963;2.424754;30.427605;Ituri;Mahagi;;350;0. <1K;UL_Shaba_POR;6349,8;>5km;No
Part2_23453_NewSite_12_286_600844;0.08509;29.079858;Nord-Kivu;Lubero;;2665;1. 1K~3K;Muhangi_NKV;6351,4;>5km;No
Part2_23453_NewSite_12_841_600001;-1.407915;29.36164;Nord-Kivu;Rutshuru;;27894;5. 20K~30K;Rumangabo_NKV;6352,4;>5km;No
Part1_23453_NewSite_7_852_351550;-7.085942;17.277146;Kwango;Kasongo-Lunda;;360;0. <1K;UL_Yenga_BDD;6354,9;>5km;No
Part2_23453_NewSite_9_872_450001;-4.033862;27.757236;Maniema;Kabambare;;736;0. <1K;UL_Matete_Maniema_MAN;6356,1;>5km;No
Part1_23453_NewSite_4_603_200897;-7.287256;25.861039;Haut-Lomami;Kabongo;;247;0. <1K;UL_Lenge_Gare_HLU;6356,8;>5km;No
Part1_23453_NewSite_8_457_402218;-4.115296;18.82735;Kwilu;Idiofa;;859;0. <1K;UL_Mayoumu_BDD;6357,0;>5km;No
Part2_23453_NewSite_13_954_650009;3.038865;20.53834;Nord-Ubangi;Businga;;2743;1. 1K~3K;UL_Bongabo_EQT;6357,4;>5km;No
Part1_23453_NewSite_1_389_51029;-5.041887;13.744422;Kongo Central;Luozi;;849;0. <1K;BC_03_3390_C0;6358,2;>5km;No
Part1_23453_NewSite_10_787_500008;-4.922919;21.821676;Kasai;Mweka;;484;0. <1K;UL_Bena_Makina_KOC;6358,3;>5km;No
Part2_23453_NewSite_18_394_900009;0.962671;23.423338;Tshopo;Yahuma;;257;0. <1K;UL_Lobolo_POR;6358,9;>5km;No
Part1_23453_NewSite_10_715_500004;-4.378511;21.673246;Kasai;Mweka;;437;0. <1K;UL_Bulu_Mwanda_KOC;6359,0;>5km;No
Part1_23453_NewSite_7_277_350005;-4.88113;17.067972;Kwango;Kenge;;3612;2. 3K~5K;BD_03_859_C0;6359,9;>5km;No
Part1_23453_NewSite_4_795_200014;-8.753794;25.864941;Haut-Lomami;Bukama;;252;0. <1K;KT_06_1383_C0;6363,8;>5km;No
Part2_23453_NewSite_13_778_650341;3.719381;22.202158;Nord-Ubangi;Yakoma;;936;0. <1K;Abuzi_EQT;6364,1;>5km;No
Part2_23453_NewSite_3_726_150003;3.592283;30.324906;Haut-Uele;Faradje;;3638;2. 3K~5K;UL_Dramba_POR;6364,6;>5km;No
Part2_23453_NewSite_3_782_150010;3.377341;29.432443;Haut-Uele;Faradje;;3041;2. 3K~5K;UL_Nzopi_POR;6365,2;>5km;No
Part1_23453_NewSite_5_421_250737;-5.599657;23.623984;Kasai Central;Dimbelenge;;1153;1. 1K~3K;UL_Bakamba_KOR;6365,3;>5km;No
Part1_23453_NewSite_12_814_600003;-10.56144;26.447381;Lualaba;Lubudi;;6792;3. 5K~10K;KT_03_1723_C0;6366,4;>5km;Yes
Part2_23453_NewSite_15_668_750540;-3.636659;28.764376;Sud-Kivu;Mwenga;;978;0. <1K;UL_Kipupu_SKV;6369,1;>5km;No
Part1_23453_NewSite_1_779_51029;-5.778955;14.989937;Kongo Central;Mbanza-Ngungu;;3839;2. 3K~5K;Kimpangu_KGC;6370,4;>5km;No
Part2_23453_NewSite_16_574_800794;3.150653;19.296502;Sud-Ubangi;Gemena;;2223;1. 1K~3K;CD1567;6372,2;>5km;No
Part2_23453_NewSite_12_418_600872;-0.172696;29.469381;Nord-Kivu;Lubero;;2449;1. 1K~3K;KV_08_15213_C0;6372,4;>5km;No
Part1_23453_NewSite_4_476_200896;-7.192587;24.100734;Haut-Lomami;Kaniama;;144;0. <1K;KT_06_1697_C0;6373,0;>5km;No
Part1_23453_NewSite_12_778_600003;-10.350206;25.35772;Lualaba;Lubudi;;695;0. <1K;Luilu_Ressources_HLU;6373,3;>5km;No
Part2_23453_NewSite_11_452_550007;2.490289;22.049679;Mongala;Bumba;;1194;1. 1K~3K;UL_Monzamboli_EQT;6373,7;>5km;No
Part1_23453_NewSite_16_328_800003;-5.609375;26.601321;Tanganyka;Kongolo;;756;0. <1K;UL_Bena_Hamba_HKT;6373,8;>5km;No
Part1_23453_NewSite_1_307_51035;-4.892023;14.083524;Kongo Central;Luozi;;340;0. <1K;CD3518;6374,3;>5km;No
Part2_23453_NewSite_3_780_150006;3.231183;29.141725;Haut-Uele;Watsa;;479;0. <1K;Tora_POR;6375,6;>5km;No
Part1_23453_NewSite_1_778_51678;-5.802048;14.961843;Kongo Central;Mbanza-Ngungu;;1991;1. 1K~3K;Seli_safari_touristic_smallcell_KGC;6375,7;>5km;No
Part2_23453_NewSite_3_697_150794;3.679918;29.136662;Haut-Uele;Dungu;;417;0. <1K;UL_Gangala_POR;6377,4;>5km;No
Part1_23453_NewSite_4_765_200008;-8.615175;24.900663;Haut-Lomami;Kamina;;175;0. <1K;Mweyi_HLU;6377,8;>5km;No
Part1_23453_NewSite_11_534_550004;-6.236979;24.084756;Lomami;Kabinda;;252;0. <1K;KE_03_117_C0;6378,5;>5km;No
Part1_23453_NewSite_14_832_700006;-3.607361;17.219964;Mai-Ndombe;Kwamouth;;324;0. <1K;BD_03_697_C0;6378,9;>5km;No
Part2_23453_NewSite_18_536_900009;0.374731;24.568187;Tshopo;Isangi;;479;0. <1K;UL_Yabaondo_POR;6379,3;>5km;No
Part1_23453_NewSite_1_200_50002;-4.760228;13.18781;Kongo Central;Tshela;;4652;2. 3K~5K;BC_03_3387_C0;6381,3;>5km;No
Part1_23453_NewSite_12_647_600006;-9.661491;23.24999;Lualaba;Sandoa;;674;0. <1K;KT_03_1696_C0;6381,8;>5km;No
Part1_23453_NewSite_10_770_500012;-4.791096;21.584359;Kasai;Mweka;;2233;1. 1K~3K;Mweka_KOC;6382,3;>5km;No
Part1_23453_NewSite_1_415_50002;-5.171316;14.863224;Kongo Central;Mbanza-Ngungu;;5845;3. 5K~10K;CD4560;6382,3;>5km;No
Part2_23453_NewSite_14_795_700868;-3.696639;24.108927;Sankuru;Katako-Kombe;;576;0. <1K;Ul_Dialo_KOR;6382,6;>5km;No
Part2_23453_NewSite_3_863_150797;2.598481;28.929604;Haut-Uele;Watsa;;314;0. <1K;CD4931;6382,7;>5km;No
Part1_23453_NewSite_1_560_50003;-5.50197;13.361245;Kongo Central;Seke-Banza;;2357;1. 1K~3K;Kuakua_KGC;6386,0;>5km;No
Part2_23453_NewSite_15_325_750002;-2.589631;28.622944;Sud-Kivu;Walungu;;31779;6. >30K;CD2679;6387,5;>5km;No
Part2_23453_NewSite_12_418_600003;-0.133321;29.480031;Nord-Kivu;Oicha;;3761;2. 3K~5K;UL_Kitolu_NKV;6388,9;>5km;No
Part1_23453_NewSite_8_846_401485;-5.046105;19.323144;Kwilu;Idiofa;;134;0. <1K;BD_04_868_C0;6389,7;>5km;No
Part1_23453_NewSite_3_871_150002;-12.609295;28.516537;Haut-Katanga;Sakania;;484;0. <1K;CD3304;6389,8;>5km;No
Part1_23453_NewSite_8_342_401478;-4.071522;17.253879;Kwilu;Bagata;;1060;1. 1K~3K;UL_Fatundu_BDD;6390,5;>5km;No
Part2_23453_NewSite_19_503_950002;0.580837;20.980228;Tshuapa;Befale;;3412;2. 3K~5K;UL_Lomako_EQT;6391,7;>5km;No
Part2_23453_NewSite_4_965_201021;0.789412;29.372356;Nord-Kivu;Oicha;;211;0. <1K;UL_Mantumbi_NKV;6391,9;>5km;No
Part1_23453_NewSite_11_733_550002;-6.794731;23.180508;Lomami;Kamiji;;4019;2. 3K~5K;KE_04_3023_C0;6394,0;>5km;No
Part1_23453_NewSite_1_641_51676;-5.661817;12.982477;Kongo Central;Moanda;;113;0. <1K;CD2333;6394,8;>5km;No
Part1_23453_NewSite_9_159_450148;-4.392379;15.687192;Kinshasa;Nsele;;1317;1. 1K~3K;KN_24_425_C0;6395,2;>5km;No
Part1_23453_NewSite_16_136_800005;-5.319812;27.30692;Tanganyka;Kongolo;;2110;1. 1K~3K;UL_Ilunga_HKT;6396,6;>5km;No
Part1_23453_NewSite_11_628_550006;-6.313427;25.05437;Lomami;Kabinda;;1153;1. 1K~3K;KE_04_3122_C0;6396,6;>5km;No
Part2_23453_NewSite_9_765_450665;-3.385283;25.795347;Maniema;Kibombo;;726;0. <1K;UL_Lifumade_MAN;6396,8;>5km;No
Part1_23453_NewSite_10_894_500003;-6.258656;20.834563;Kasai;Kamonia;;7590;3. 5K~10K;KO_03_15013_C0;6397,5;>5km;No
Part1_23453_NewSite_8_845_402219;-5.033685;19.082425;Kwilu;Idiofa;;448;0. <1K;Pomongo_BDD;6399,2;>5km;No
Part1_23453_NewSite_3_668_150005;-11.073021;26.444798;Haut-Katanga;Kambove;;443;0. <1K;KT_07_585_C0;6400,1;>5km;No
Part1_23453_NewSite_8_376_400002;-4.02131;18.840205;Kwilu;Idiofa;;4338;2. 3K~5K;UL_Mayoumu_BDD;6400,5;>5km;No
Part2_23453_NewSite_4_318_201019;2.99338;30.205603;Ituri;Aru;;432;0. <1K;Bledei_POR;6400,8;>5km;No
Part1_23453_NewSite_7_197_350005;-4.708545;17.363176;Kwango;Kenge;;499;0. <1K;CD2018;6402,6;>5km;No
Part1_23453_NewSite_10_769_500733;-4.802094;21.382369;Kasai;Mweka;;98;0. <1K;Yengembana_KOC;6403,5;>5km;No
Part1_23453_NewSite_5_483_251030;-5.965239;21.615296;Kasai Central;Kazumba;;587;0. <1K;KO_03_813_C0;6404,2;>5km;No
Part2_23453_NewSite_4_839_200007;1.750214;30.397828;Ituri;Djugu;;7096;3. 5K~10K;Lokpa_POR;6405,6;>5km;No
Part2_23453_NewSite_12_764_600595;-1.219526;28.609761;Nord-Kivu;Walikale;;314;0. <1K;UL_Mutongo_NKV;6406,5;>5km;No
Part1_23453_NewSite_4_695_200009;-7.940215;25.166464;Haut-Lomami;Kamina;;139;0. <1K;KT_06_1366_C0;6407,5;>5km;No
Part1_23453_NewSite_1_755_51674;-5.803746;13.947699;Kongo Central;Songololo;;226;0. <1K;CD1632;6408,8;>5km;No
Part1_23453_NewSite_8_886_400012;-5.474959;18.831166;Kwilu;Gungu;;2285;1. 1K~3K;CD2000;6410,3;>5km;No
Part2_23453_NewSite_1_557_50604;4.431691;23.95783;Bas-Uele;Bondo;Nord;484;0. <1K;UL_Dengu_POR;6413,7;>5km;No
Part1_23453_NewSite_4_599_200008;-7.286449;25.593761;Haut-Lomami;Kabongo;;314;0. <1K;UL_Lubyai_HLU;6416,2;>5km;No
Part2_23453_NewSite_4_816_200003;1.932971;30.275471;Ituri;Djugu;;16975;4. 10K~20K;CD2329;6416,9;>5km;No
Part2_23453_NewSite_2_929_100930;-1.570387;17.008946;Equateur;Lukolela;;72;0. <1K;EQ_05_656_C0;6418,4;>5km;No
Part2_23453_NewSite_13_450_650001;4.289247;21.0766;Nord-Ubangi;Mobayi-Mbongo;;9663;3. 5K~10K;CD1630;6418,7;>5km;No
Part1_23453_NewSite_16_804_800930;-7.277866;29.886634;Tanganyka;Moba;;123;0. <1K;KT_07_1361_C0;6418,7;>5km;No
Part2_23453_NewSite_4_818_200709;2.030997;30.607761;Ituri;Djugu;;4513;2. 3K~5K;CD1143;6420,7;>5km;No
